XM_040181897.1	chrVII	20239940	20239940	chrVII	20271901	20274230	+	XM_040181897.1	path1	Q6IQU4	Protein CWC15 homolog		 PF04889;	 GO:0071013;GO:0005634;GO:0071007;GO:0003723;GO:0045292;GO:0000398;	  C:catalytic step 2 spliceosome; C:nucleus; C:U2-type catalytic step 2 spliceosome;	  F:RNA binding;	  P:mRNA cis splicing, via spliceosome; P:mRNA splicing, via spliceosome;
XM_040181892.1	chrVII	20239940	20239940	chrVII	20274827	20280362	+	XM_040181892.1	path1	A6QLT2	Myotubularin-related protein 2	Phosphatidylinositol-3,5-bisphosphate 3-phosphatase;Phosphatidylinositol-3-phosphate phosphatase;	 PF02893;PF06602;	 GO:0030424;GO:0005829;GO:0031901;GO:0005634;GO:0048471;GO:0005774;GO:0042802;GO:0052629;GO:0004438;GO:0004725;GO:0046855;GO:0032288;GO:0031642;GO:0048666;GO:0046856;GO:0060304;	  C:axon; C:cytosol; C:early endosome membrane; C:nucleus; C:perinuclear region of cytoplasm; C:vacuolar membrane;	  F:identical protein binding; F:phosphatidylinositol-3,5-bisphosphate 3-phosphatase activity; F:phosphatidylinositol-3-phosphatase activity; F:protein tyrosine phosphatase activity;	  P:inositol phosphate dephosphorylation; P:myelin assembly; P:negative regulation of myelination; P:neuron development; P:phosphatidylinositol dephosphorylation; P:regulation of phosphatidylinositol dephosphorylation;
XM_040180658.1	chrVII	20239940	20239940	chrVII	20288293	20300200	+	XM_040180658.1	path1	Q80UV9 A2AM32 A2AM33 O35361 Q3UPF3 Q3V223 Q505F9 Q8BQH8 Q8BQQ7 Q8BR59 Q8C7N8 Q9WTW9 Q9WTX0 Q9WTX1	Transcription initiation factor TFIID subunit 1	Cell cycle gene 1 protein;TBP-associated factor 250 kDa;Transcription initiation factor TFIID 250 kDa subunit;	 PF00439;PF12157;PF09247;PF15288;	 GO:0000785;GO:0071339;GO:0005654;GO:0005634;GO:0045120;GO:0005669;GO:0005667;GO:0005524;GO:0003677;GO:0004402;GO:0016301;GO:0070577;GO:0035257;GO:0002039;GO:1990841;GO:0046982;GO:0004672;GO:0106310;GO:0004674;GO:0106311;GO:0001181;GO:0000979;GO:0016251;GO:0061629;GO:0017025;GO:0008134;GO:0140416;GO:0061631;GO:0007049;GO:0071318;GO:0006974;GO:0034644;GO:0016573;GO:0030901;GO:0043433;GO:0010629;GO:1905524;GO:1903026;GO:0000122;GO:2000059;GO:0018105;GO:0018107;GO:2000825;GO:0032436;GO:0032092;GO:0046777;GO:0006468;GO:0000209;GO:0050821;GO:0051123;GO:0006366;GO:0036369;GO:0006361;GO:0006367;GO:0006511;	  C:chromatin; C:MLL1 complex; C:nucleoplasm; C:nucleus; C:pronucleus; C:transcription factor TFIID complex; C:transcription regulator complex;	  F:ATP binding; F:DNA binding; F:histone acetyltransferase activity; F:kinase activity; F:lysine-acetylated histone binding; F:nuclear hormone receptor binding; F:p53 binding; F:promoter-specific chromatin binding; F:protein heterodimerization activity; F:protein kinase activity; F:protein serine kinase activity; F:protein serine/threonine kinase activity; F:protein threonine kinase activity; F:RNA polymerase I general transcription initiation factor activity; F:RNA polymerase II core promoter sequence-specific DNA binding; F:RNA polymerase II general transcription initiation factor activity; F:RNA polymerase II-specific DNA-binding transcription factor binding; F:TBP-class protein binding; F:transcription factor binding; F:transcription regulator inhibitor activity; F:ubiquitin conjugating enzyme activity;	  P:cell cycle; P:cellular response to ATP; P:cellular response to DNA damage stimulus; P:cellular response to UV; P:histone acetylation; P:midbrain development; P:negative regulation of DNA-binding transcription factor activity; P:negative regulation of gene expression; P:negative regulation of protein autoubiquitination; P:negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding; P:negative regulation of transcription by RNA polymerase II; P:negative regulation of ubiquitin-dependent protein catabolic process; P:peptidyl-serine phosphorylation; P:peptidyl-threonine phosphorylation; P:positive regulation of androgen receptor activity; P:positive regulation of proteasomal ubiquitin-dependent protein catabolic process; P:positive regulation of protein binding; P:protein autophosphorylation; P:protein phosphorylation; P:protein polyubiquitination; P:protein stabilization; P:RNA polymerase II preinitiation complex assembly; P:transcription by RNA polymerase II; P:transcription factor catabolic process; P:transcription initiation from RNA polymerase I promoter; P:transcription initiation from RNA polymerase II promoter; P:ubiquitin-dependent protein catabolic process;
XM_040185242.1	chrVIII	11381120	11381120	chrVIII	11317270	11506768	+	XM_040185242.1	path1	Q13332 O75255 O75870 Q15718 Q16341 Q2M3R7	Receptor-type tyrosine-protein phosphatase S	Receptor-type tyrosine-protein phosphatase sigma;	 PF00041;PF07679;PF00102;	 GO:0030424;GO:0005829;GO:0070062;GO:0098978;GO:0030426;GO:0005887;GO:0099061;GO:0099056;GO:0030285;GO:0043204;GO:0005886;GO:0098685;GO:0035374;GO:0043395;GO:0008201;GO:0004721;GO:0004725;GO:0021549;GO:0021987;GO:0022038;GO:0090557;GO:0021766;GO:0050804;GO:0030517;GO:0048681;GO:0048671;GO:0061000;GO:0032687;GO:0032688;GO:0010977;GO:0034164;GO:0035335;GO:0006470;GO:0099151;GO:0021510;GO:0099560;	  C:axon; C:cytosol; C:extracellular exosome; C:glutamatergic synapse; C:growth cone; C:integral component of plasma membrane; C:integral component of postsynaptic density membrane; C:integral component of presynaptic membrane; C:integral component of synaptic vesicle membrane; C:perikaryon; C:plasma membrane; C:Schaffer collateral - CA1 synapse;	  F:chondroitin sulfate binding; F:heparan sulfate proteoglycan binding; F:heparin binding; F:phosphoprotein phosphatase activity; F:protein tyrosine phosphatase activity;	  P:cerebellum development; P:cerebral cortex development; P:corpus callosum development; P:establishment of endothelial intestinal barrier; P:hippocampus development; P:modulation of chemical synaptic transmission; P:negative regulation of axon extension; P:negative regulation of axon regeneration; P:negative regulation of collateral sprouting; P:negative regulation of dendritic spine development; P:negative regulation of interferon-alpha production; P:negative regulation of interferon-beta production; P:negative regulation of neuron projection development; P:negative regulation of toll-like receptor 9 signaling pathway; P:peptidyl-tyrosine dephosphorylation; P:protein dephosphorylation; P:regulation of postsynaptic density assembly; P:spinal cord development; P:synaptic membrane adhesion;
XM_040184116.1	chrVIII	11504941	11504941	chrVIII	11517332	11526797	+	XM_040184116.1	path1	Q95125 Q95124	Thromboxane A2 receptor	Prostanoid TP receptor;	 PF00001;	 GO:0016021;GO:0016607;GO:0005886;GO:0004961;GO:0007189;GO:0006954;GO:0090051;GO:0045777;GO:0007204;GO:0045987;GO:0045907;GO:0032496;GO:0019932;	  C:integral component of membrane; C:nuclear speck; C:plasma membrane;	  F:thromboxane A2 receptor activity;	  P:adenylate cyclase-activating G protein-coupled receptor signaling pathway; P:inflammatory response; P:negative regulation of cell migration involved in sprouting angiogenesis; P:positive regulation of blood pressure; P:positive regulation of cytosolic calcium ion concentration; P:positive regulation of smooth muscle contraction; P:positive regulation of vasoconstriction; P:response to lipopolysaccharide; P:second-messenger-mediated signaling;
XM_040193477.1	chrXII	10445225	10445225	chrXII	10435913	10444630	-	XM_040193477.1	path1	Q867C9	ATP-dependent 6-phosphofructokinase, muscle type {ECO:0000255|HAMAP-Rule:MF_03184}	6-phosphofructokinase type A;Phosphofructo-1-kinase isozyme A;Phosphohexokinase {ECO:0000255|HAMAP-Rule:MF_03184};	 PF00365;	 GO:0005945;GO:0016020;GO:0003872;GO:0016208;GO:0005524;GO:0070095;GO:0042802;GO:0046872;GO:0048029;GO:0061621;GO:0030388;GO:0006002;	  C:6-phosphofructokinase complex; C:membrane;	  F:6-phosphofructokinase activity; F:AMP binding; F:ATP binding; F:fructose-6-phosphate binding; F:identical protein binding; F:metal ion binding; F:monosaccharide binding;	  P:canonical glycolysis; P:fructose 1,6-bisphosphate metabolic process; P:fructose 6-phosphate metabolic process;
XM_040193240.1	chrXII	10455112	10455112	chrXII	10453435	10462001	+	XM_040193240.1	path1	Q7SYB5 Q6TNU8	Differentially expressed in FDCP 6 homolog		 PF00169;	 GO:0005737;GO:0005634;GO:0042074;GO:0060026;GO:0060027;	  C:cytoplasm; C:nucleus;	 	  P:cell migration involved in gastrulation; P:convergent extension; P:convergent extension involved in gastrulation;
XM_040193242.1	chrXII	10455820	10455820	chrXII	10463148	10469650	+	XM_040193242.1	path1	Q03181 A8K6J6 B4E3V3 B6ZGS1 B7Z3W1 E9PE18 Q5D1P0 Q7Z5K0 Q9BUD4	Peroxisome proliferator-activated receptor delta	NUCI;Nuclear hormone receptor 1;Nuclear receptor subfamily 1 group C member 2;Peroxisome proliferator-activated receptor beta;	 PF00104;PF00105;	 GO:0000785;GO:0005654;GO:0005634;GO:0003677;GO:0003700;GO:0000981;GO:0001227;GO:0008144;GO:0070539;GO:0008289;GO:0051059;GO:0004879;GO:0000978;GO:0001103;GO:1990837;GO:0003707;GO:0001223;GO:0008134;GO:0008270;GO:0060612;GO:0006915;GO:0097190;GO:0008366;GO:0030154;GO:0008283;GO:0031589;GO:0071456;GO:0071222;GO:0008203;GO:0046697;GO:0007566;GO:0006635;GO:0009062;GO:0006631;GO:0015908;GO:0006091;GO:0006006;GO:1904659;GO:0007507;GO:0009755;GO:0051546;GO:0043616;GO:0006629;GO:0043066;GO:0030308;GO:0010887;GO:0032966;GO:0050680;GO:0050728;GO:0045662;GO:1902894;GO:0014912;GO:0048662;GO:0000122;GO:0045892;GO:0008654;GO:0045684;GO:0045600;GO:0045923;GO:0046321;GO:0010628;GO:0035774;GO:2000288;GO:0014068;GO:0043415;GO:0045944;GO:0045893;GO:0006029;GO:0019216;GO:0014842;GO:0006357;GO:0014823;GO:0009749;GO:0033993;GO:0033189;GO:0006367;GO:0006776;GO:0042060;	  C:chromatin; C:nucleoplasm; C:nucleus;	  F:DNA binding; F:DNA-binding transcription factor activity; F:DNA-binding transcription factor activity, RNA polymerase II-specific; F:DNA-binding transcription repressor activity, RNA polymerase II-specific; F:drug binding; F:linoleic acid binding; F:lipid binding; F:NF-kappaB binding; F:nuclear receptor activity; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:RNA polymerase II repressing transcription factor binding; F:sequence-specific double-stranded DNA binding; F:steroid hormone receptor activity; F:transcription coactivator binding; F:transcription factor binding; F:zinc ion binding;	  P:adipose tissue development; P:apoptotic process; P:apoptotic signaling pathway; P:axon ensheathment; P:cell differentiation; P:cell population proliferation; P:cell-substrate adhesion; P:cellular response to hypoxia; P:cellular response to lipopolysaccharide; P:cholesterol metabolic process; P:decidualization; P:embryo implantation; P:fatty acid beta-oxidation; P:fatty acid catabolic process; P:fatty acid metabolic process; P:fatty acid transport; P:generation of precursor metabolites and energy; P:glucose metabolic process; P:glucose transmembrane transport; P:heart development; P:hormone-mediated signaling pathway; P:keratinocyte migration; P:keratinocyte proliferation; P:lipid metabolic process; P:negative regulation of apoptotic process; P:negative regulation of cell growth; P:negative regulation of cholesterol storage; P:negative regulation of collagen biosynthetic process; P:negative regulation of epithelial cell proliferation; P:negative regulation of inflammatory response; P:negative regulation of myoblast differentiation; P:negative regulation of pri-miRNA transcription by RNA polymerase II; P:negative regulation of smooth muscle cell migration; P:negative regulation of smooth muscle cell proliferation; P:negative regulation of transcription by RNA polymerase II; P:negative regulation of transcription, DNA-templated; P:phospholipid biosynthetic process; P:positive regulation of epidermis development; P:positive regulation of fat cell differentiation; P:positive regulation of fatty acid metabolic process; P:positive regulation of fatty acid oxidation; P:positive regulation of gene expression; P:positive regulation of insulin secretion involved in cellular response to glucose stimulus; P:positive regulation of myoblast proliferation; P:positive regulation of phosphatidylinositol 3-kinase signaling; P:positive regulation of skeletal muscle tissue regeneration; P:positive regulation of transcription by RNA polymerase II; P:positive regulation of transcription, DNA-templated; P:proteoglycan metabolic process; P:regulation of lipid metabolic process; P:regulation of skeletal muscle satellite cell proliferation; P:regulation of transcription by RNA polymerase II; P:response to activity; P:response to glucose; P:response to lipid; P:response to vitamin A; P:transcription initiation from RNA polymerase II promoter; P:vitamin A metabolic process; P:wound healing;
XM_040193244.1	chrXII	10466629	10466629	chrXII	10470042	10473642	+	XM_040193244.1	path1	Q9UHC7 A4D1T7 B3KXB4 Q256Y7 Q59G11 Q6GSF1 Q9H0G0 Q9UEZ7 Q9UHW2	E3 ubiquitin-protein ligase makorin-1	RING finger protein 61;RING-type E3 ubiquitin transferase makorin-1 {ECO:0000305};	 PF15815;PF00097;PF00642;PF18044;	 GO:0005829;GO:0046872;GO:0003723;GO:0061630;GO:0000209;GO:0016567;	  C:cytosol;	  F:metal ion binding; F:RNA binding; F:ubiquitin protein ligase activity;	  P:protein polyubiquitination; P:protein ubiquitination;
XM_040193247.1	chrXII	10466629	10466629	chrXII	10470042	10473642	+	XM_040193247.1	path1	Q5NU14 Q5KSL0	Probable E3 ubiquitin-protein ligase makorin-1	RING-type E3 ubiquitin transferase makorin-1 {ECO:0000305};	 PF15815;PF00097;PF18044;	 GO:0046872;GO:0016740;GO:0016567;	 	  F:metal ion binding; F:transferase activity;	  P:protein ubiquitination;
XM_040193243.1	chrXII	10466629	10466629	chrXII	10470055	10473642	+	XM_040193243.1	path1	Q13434	Putative E3 ubiquitin-protein ligase makorin-4	Makorin RING finger protein pseudogene 4;Makorin RING finger protein pseudogene 5;RING finger protein 64;RING-type E3 ubiquitin transferase makorin-4 {ECO:0000305};Zinc finger protein 127-Xp;Zinc finger protein 127-like 1;	 PF15815;PF00097;PF18044;	 GO:0046872;GO:0061630;GO:0016567;	 	  F:metal ion binding; F:ubiquitin protein ligase activity;	  P:protein ubiquitination;
XM_040193619.1	chrXII	10466629	10466629	chrXII	10473803	10477603	+	XM_040193619.1	path1	Q9HB96 A8K907 Q4ZGH2	Fanconi anemia group E protein		 PF11510;	 GO:0043240;GO:0005654;GO:0005634;GO:0036297;	  C:Fanconi anaemia nuclear complex; C:nucleoplasm; C:nucleus;	 	  P:interstrand cross-link repair;
XM_040193625.1	chrXII	10467632	10467632	chrXII	10477962	10480203	+	XM_040193625.1	path1	Q90YV8	60S ribosomal protein L10a		 PF00687;	 GO:0015934;GO:0003723;GO:0003735;GO:0042541;GO:0006412;	  C:large ribosomal subunit;	  F:RNA binding; F:structural constituent of ribosome;	  P:hemoglobin biosynthetic process; P:translation;
XM_040193622.1	chrXII	10467633	10467633	chrXII	10480340	10484509	+	XM_040193622.1	path1	Q12912 A0AVM2 B4E077 Q8N301	Inositol 1,4,5-triphosphate receptor associated 2 {ECO:0000305}	Lymphoid-restricted membrane protein;Protein Jaw1;	 PF05781;	 GO:0035577;GO:0005694;GO:0005789;GO:0016021;GO:0005887;GO:0016020;GO:0005815;GO:0005635;GO:0005886;GO:0000922;GO:0008017;GO:0043312;GO:0006997;GO:0007338;GO:0006906;GO:0006903;	  C:azurophil granule membrane; C:chromosome; C:endoplasmic reticulum membrane; C:integral component of membrane; C:integral component of plasma membrane; C:membrane; C:microtubule organizing center; C:nuclear envelope; C:plasma membrane; C:spindle pole;	  F:microtubule binding;	  P:neutrophil degranulation; P:nucleus organization; P:single fertilization; P:vesicle fusion; P:vesicle targeting;
XM_040193621.1	chrXII	10468605	10468605	chrXII	10483597	10491222	-	XM_040193621.1	path1	Q3KP66 B4E1K9 E9PFY0 Q9NV65 Q9NVI0	Innate immunity activator protein {ECO:0000312|HGNC:HGNC:25599}		 PF11819;	 GO:0005737;GO:0005634;GO:0000187;GO:0034334;GO:0045087;GO:0060729;GO:0070431;GO:0002221;GO:0002720;GO:0043123;GO:0032731;GO:0032733;GO:0032755;GO:0031398;GO:0032874;GO:1903409;GO:0032495;GO:0032494;	  C:cytoplasm; C:nucleus;	 	  P:activation of MAPK activity; P:adherens junction maintenance; P:innate immune response; P:intestinal epithelial structure maintenance; P:nucleotide-binding oligomerization domain containing 2 signaling pathway; P:pattern recognition receptor signaling pathway; P:positive regulation of cytokine production involved in immune response; P:positive regulation of I-kappaB kinase/NF-kappaB signaling; P:positive regulation of interleukin-1 beta production; P:positive regulation of interleukin-10 production; P:positive regulation of interleukin-6 production; P:positive regulation of protein ubiquitination; P:positive regulation of stress-activated MAPK cascade; P:reactive oxygen species biosynthetic process; P:response to muramyl dipeptide; P:response to peptidoglycan;
XM_040194497.1	chrXII	10474406	10474406	chrXII	10492265	10495731	-	XM_040194497.1	path1	Q3TGF2 Q9CR82	Protein FAM107B {ECO:0000305}		 PF06625;	 GO:0007605;	 	 	  P:sensory perception of sound;
XM_040193607.1	chrXII	10476642	10476642	chrXII	10496590	10508378	+	XM_040193607.1	path1	Q802R9	Structural maintenance of chromosomes protein 5		 PF02463;	 GO:0000781;GO:0005634;GO:0016605;GO:0030915;GO:0005524;GO:0016887;GO:0051301;GO:0090398;GO:0000724;GO:0034184;GO:0007062;GO:0000722;	  C:chromosome, telomeric region; C:nucleus; C:PML body; C:Smc5-Smc6 complex;	  F:ATP binding; F:ATPase activity;	  P:cell division; P:cellular senescence; P:double-strand break repair via homologous recombination; P:positive regulation of maintenance of mitotic sister chromatid cohesion; P:sister chromatid cohesion; P:telomere maintenance via recombination;
